country,currency,category,retailer,brand,product_name,barcode,barcode_length,price_local,price_usd,presentation,weight_kg,price_per_100g_local,price_per_kg_usd,segment,type,product_url,retailer_url,standard_category,price_local_numeric,scrape_date,source_category,search_term,price_text,price_gyd,image_url,source_url,price_per_kg_gyd,page,barcode_harmonized,regional_sku,regional_overlap,competitive_index,price_positioning
Dominican Republic,DOP,Galletas,Merca Jumbo,Dulce,Galleta Dulce Sabor Cookies And Cream Oreo,7702133006647,13,205.0,3.25,15.24 OZ,0.43204638,47.45,7.52,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/galleta-dulce-sabor-cookies-and-cream-oreo/18797,https://mercajumbo.com.do/?utm_source=supermercadosrd,Cookies,205.0,,,,,,,,,,7702133006647,7702133006647,1,0.5170273550261683,Value
Dominican Republic,DOP,Galletas,Nacional,Dulce,Galleta Dulce Sabor Cookies And Cream Oreo,7702133006647,13,206.95,3.28,15.24 OZ,0.43204638,47.9,7.59,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/galleta-dulce-sabor-cookies-and-cream-oreo/18797,https://supermercadosnacional.com/galleta-dulce-sabor-cookies-and-cream-oreo-15-24-onz-2134255?utm_source=supermercadosrd,Cookies,206.95,,,,,,,,,,7702133006647,7702133006647,1,0.5218401096607204,Value
Dominican Republic,DOP,Galletas,Plaza Lama,Dulce,Galleta Dulce Sabor Cookies And Cream Oreo,7702133006647,13,229.0,3.63,15.24 OZ,0.43204638,53.0,8.4,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/galleta-dulce-sabor-cookies-and-cream-oreo/18797,https://plazalama.com.do/p/galletas-oreo-cookies-and-creme-12-uds-7702133006647?utm_source=supermercadosrd,Cookies,229.0,,,,,,,,,,7702133006647,7702133006647,1,0.5775305561462518,Value
Dominican Republic,DOP,Galletas,Sirena,Dulce,Galleta Dulce Sabor Cookies And Cream Oreo,7702133006647,13,195.0,3.09,15.24 OZ,0.43204638,45.13,7.15,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/galleta-dulce-sabor-cookies-and-cream-oreo/18797,https://sirena.do/products/index/galletas-dulces-oreo-cookies-and-cream-12-und?utm_source=supermercadosrd,Cookies,195.0,,,,,,,,,,7702133006647,7702133006647,1,0.4915885091006786,Value
Dominican Republic,DOP,Galletas,Bravo,Gamesa,Galleta Florentinas Mini Pay Fresa Gamesa,7501000601738,13,69.0,1.09,83 GR,0.083,83.13,13.17,Mass,Galleta,https://supermercadosrd.com/productos/galleta-florentinas-mini-pay-fresa-gamesa/18656,https://bravova.superbravo.com.do/articulos/3128?utm_source=supermercadosrd,Cookies,69.0,,,,,,,,,,7501000601738,7501000601738,1,0.905485407672159,Market
Dominican Republic,DOP,Galletas,Garrido,Gamesa,Galleta Florentinas Mini Pay Fresa Gamesa,7501000601738,13,60.0,0.95,83 GR,0.083,72.29,11.45,Mass,Galleta,https://supermercadosrd.com/productos/galleta-florentinas-mini-pay-fresa-gamesa/18656,https://www.garrido.com.do/p/188310?utm_source=supermercadosrd,Cookies,60.0,,,,,,,,,,7501000601738,7501000601738,1,0.7872291509374503,Value
Dominican Republic,DOP,Galletas,Jumbo,Gamesa,Galleta Florentinas Mini Pay Fresa Gamesa,7501000601738,13,64.95,1.03,83 GR,0.083,78.25,12.4,Mass,Galleta,https://supermercadosrd.com/productos/galleta-florentinas-mini-pay-fresa-gamesa/18656,https://jumbo.com.do/galleta-florentinas-mini-pay-fresa-gamesa-83-gr-2068170?utm_source=supermercadosrd,Cookies,64.95,,,,,,,,,,7501000601738,7501000601738,1,0.8525451066920859,Market
Dominican Republic,DOP,Galletas,Merca Jumbo,Gamesa,Galleta Florentinas Mini Pay Fresa Gamesa,7501000601738,13,64.0,1.01,83 GR,0.083,77.11,12.22,Mass,Galleta,https://supermercadosrd.com/productos/galleta-florentinas-mini-pay-fresa-gamesa/18656,https://mercajumbo.com.do/?utm_source=supermercadosrd,Cookies,64.0,,,,,,,,,,7501000601738,7501000601738,1,0.8401694519175235,Market
Dominican Republic,DOP,Galletas,Nacional,Gamesa,Galleta Florentinas Mini Pay Fresa Gamesa,7501000601738,13,64.95,1.03,83 GR,0.083,78.25,12.4,Mass,Galleta,https://supermercadosrd.com/productos/galleta-florentinas-mini-pay-fresa-gamesa/18656,https://supermercadosnacional.com/galleta-florentinas-mini-pay-fresa-gamesa-83-gr-2068170?utm_source=supermercadosrd,Cookies,64.95,,,,,,,,,,7501000601738,7501000601738,1,0.8525451066920859,Market
Dominican Republic,DOP,Galletas,Plaza Lama,Gamesa,Galleta Florentinas Mini Pay Fresa Gamesa,7501000601738,13,64.0,1.01,83 GR,0.083,77.11,12.22,Mass,Galleta,https://supermercadosrd.com/productos/galleta-florentinas-mini-pay-fresa-gamesa/18656,https://plazalama.com.do/p/galletas-florentina-83g-7501000601738?utm_source=supermercadosrd,Cookies,64.0,,,,,,,,,,7501000601738,7501000601738,1,0.8401694519175235,Market
Dominican Republic,DOP,Galletas,Sirena,Gamesa,Galleta Florentinas Mini Pay Fresa Gamesa,7501000601738,13,65.0,1.03,83 GR,0.083,78.31,12.41,Mass,Galleta,https://supermercadosrd.com/productos/galleta-florentinas-mini-pay-fresa-gamesa/18656,https://sirena.do/products/index/galletas-dulces-gamesa-florentinas-fresa-83-gr?utm_source=supermercadosrd,Cookies,65.0,,,,,,,,,,7501000601738,7501000601738,1,0.8532326430684505,Market
Dominican Republic,DOP,Galletas,Merca Jumbo,Gullon,Galleta Gullon Mega Duo Sandwich,,,128.0,2.03,500 GR,0.5,25.6,4.06,Value,Dulce Sandwich,https://supermercadosrd.com/productos/galleta-gullon-mega-duo-sandwich/21435,https://mercajumbo.com.do/?utm_source=supermercadosrd,Cookies,128.0,,,,,,,,,,,Gullon_Galleta Gullon Mega Duo Sandwich,1,0.27913976880402164,Value
Dominican Republic,DOP,Galletas,Sirena,Gullon,Galleta Gullon Mega Duo Sandwich,,,135.0,2.14,500 GR,0.5,27.0,4.28,Value,Dulce Sandwich,https://supermercadosrd.com/productos/galleta-gullon-mega-duo-sandwich/21435,https://sirena.do/products/index/galleta-gullon-mega-duo-sandwich-500-gr?utm_source=supermercadosrd,Cookies,135.0,,,,,,,,,,,Gullon_Galleta Gullon Mega Duo Sandwich,1,0.29426556908404256,Value
Dominican Republic,DOP,Galletas,Jumbo,Bocel,Galleta Maria Bocel,1779803881994,13,72.95,1.16,12 UND,,,,Mass,Galleta,https://supermercadosrd.com/productos/galleta-maria-bocel/18742,https://jumbo.com.do/galleta-maria-bocel-12-und-paq-2204165?utm_source=supermercadosrd,Cookies,72.95,,,,,,,,,,1779803881994,1779803881994,1,,Market
Dominican Republic,DOP,Galletas,Nacional,Bocel,Galleta Maria Bocel,1779803881994,13,72.95,1.16,12 UND,,,,Mass,Galleta,https://supermercadosrd.com/productos/galleta-maria-bocel/18742,https://supermercadosnacional.com/galleta-maria-bocel-12-und-paq-2204165?utm_source=supermercadosrd,Cookies,72.95,,,,,,,,,,1779803881994,1779803881994,1,,Market
Dominican Republic,DOP,Galletas,Bravo,Guarina,Galleta Sandwich Sabor A Chocolate Guarina 12 Und,5041782729805,13,98.0,1.55,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/galleta-sandwich-sabor-a-chocolate-guarina-12-und/18735,https://bravova.superbravo.com.do/articulos/2249?utm_source=supermercadosrd,Cookies,98.0,,,,,,,,,,5041782729805,5041782729805,1,,Market
Dominican Republic,DOP,Galletas,Garrido,Guarina,Galleta Sandwich Sabor A Chocolate Guarina 12 Und,5041782729805,13,90.0,1.43,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/galleta-sandwich-sabor-a-chocolate-guarina-12-und/18735,https://www.garrido.com.do/p/184895?utm_source=supermercadosrd,Cookies,90.0,,,,,,,,,,5041782729805,5041782729805,1,,Market
Dominican Republic,DOP,Galletas,Jumbo,Guarina,Galleta Sandwich Sabor A Chocolate Guarina 12 Und,5041782729805,13,86.0,1.36,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/galleta-sandwich-sabor-a-chocolate-guarina-12-und/18735,https://jumbo.com.do/galleta-sandwich-sabor-a-chocolate-guarina-12-und-paq-2010108?utm_source=supermercadosrd,Cookies,86.0,,,,,,,,,,5041782729805,5041782729805,1,,Market
Dominican Republic,DOP,Galletas,Merca Jumbo,Guarina,Galleta Sandwich Sabor A Chocolate Guarina 12 Und,5041782729805,13,85.0,1.35,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/galleta-sandwich-sabor-a-chocolate-guarina-12-und/18735,https://mercajumbo.com.do/?utm_source=supermercadosrd,Cookies,85.0,,,,,,,,,,5041782729805,5041782729805,1,,Market
Dominican Republic,DOP,Galletas,Nacional,Guarina,Galleta Sandwich Sabor A Chocolate Guarina 12 Und,5041782729805,13,86.95,1.38,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/galleta-sandwich-sabor-a-chocolate-guarina-12-und/18735,https://supermercadosnacional.com/galleta-sandwich-sabor-a-chocolate-guarina-12-und-paq-2010108?utm_source=supermercadosrd,Cookies,86.95,,,,,,,,,,5041782729805,5041782729805,1,,Market
Dominican Republic,DOP,Galletas,Plaza Lama,Guarina,Galleta Sandwich Sabor A Chocolate Guarina 12 Und,5041782729805,13,97.0,1.54,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/galleta-sandwich-sabor-a-chocolate-guarina-12-und/18735,https://plazalama.com.do/p/galletas-sandwich-chocolate-rellenas-de-crema-guarina-27-g-51228637202?utm_source=supermercadosrd,Cookies,97.0,,,,,,,,,,5041782729805,5041782729805,1,,Market
Dominican Republic,DOP,Galletas,Sirena,Guarina,Galleta Sandwich Sabor A Chocolate Guarina 12 Und,5041782729805,13,98.0,1.55,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/galleta-sandwich-sabor-a-chocolate-guarina-12-und/18735,https://sirena.do/products/index/galletas-guarina-sandwich-chocolate-12-1?utm_source=supermercadosrd,Cookies,98.0,,,,,,,,,,5041782729805,5041782729805,1,,Market
Dominican Republic,DOP,Galletas,Bravo,Guarina,Galleta Sandwich Vainilla Guarina 12 Und,5041782729805,13,98.0,1.55,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/galleta-sandwich-vainilla-guarina-12-und/18733,https://bravova.superbravo.com.do/articulos/28711?utm_source=supermercadosrd,Cookies,98.0,,,,,,,,,,5041782729805,5041782729805,1,,Market
Dominican Republic,DOP,Galletas,Garrido,Guarina,Galleta Sandwich Vainilla Guarina 12 Und,5041782729805,13,90.0,1.43,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/galleta-sandwich-vainilla-guarina-12-und/18733,https://www.garrido.com.do/p/181120?utm_source=supermercadosrd,Cookies,90.0,,,,,,,,,,5041782729805,5041782729805,1,,Market
Dominican Republic,DOP,Galletas,Jumbo,Guarina,Galleta Sandwich Vainilla Guarina 12 Und,5041782729805,13,86.0,1.36,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/galleta-sandwich-vainilla-guarina-12-und/18733,https://jumbo.com.do/galleta-sandwich-vainilla-guarina-12-1-2006519?utm_source=supermercadosrd,Cookies,86.0,,,,,,,,,,5041782729805,5041782729805,1,,Market
Dominican Republic,DOP,Galletas,Merca Jumbo,Guarina,Galleta Sandwich Vainilla Guarina 12 Und,5041782729805,13,85.0,1.35,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/galleta-sandwich-vainilla-guarina-12-und/18733,https://mercajumbo.com.do/?utm_source=supermercadosrd,Cookies,85.0,,,,,,,,,,5041782729805,5041782729805,1,,Market
Dominican Republic,DOP,Galletas,Nacional,Guarina,Galleta Sandwich Vainilla Guarina 12 Und,5041782729805,13,86.95,1.38,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/galleta-sandwich-vainilla-guarina-12-und/18733,https://supermercadosnacional.com/galleta-sandwich-vainilla-guarina-12-1-2006519?utm_source=supermercadosrd,Cookies,86.95,,,,,,,,,,5041782729805,5041782729805,1,,Market
Dominican Republic,DOP,Galletas,Plaza Lama,Guarina,Galleta Sandwich Vainilla Guarina 12 Und,5041782729805,13,97.0,1.54,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/galleta-sandwich-vainilla-guarina-12-und/18733,https://plazalama.com.do/p/galletas-sandwich-vainilla-rellenas-de-crema-guarina-12-g-51228637110?utm_source=supermercadosrd,Cookies,97.0,,,,,,,,,,5041782729805,5041782729805,1,,Market
Dominican Republic,DOP,Galletas,Sirena,Guarina,Galleta Sandwich Vainilla Guarina 12 Und,5041782729805,13,98.0,1.55,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/galleta-sandwich-vainilla-guarina-12-und/18733,https://sirena.do/products/index/galletas-guarina-sandwich-vainilla-12-1?utm_source=supermercadosrd,Cookies,98.0,,,,,,,,,,5041782729805,5041782729805,1,,Market
Dominican Republic,DOP,Galletas,Bravo,Guarina,Galleta Waffer Sabor Vainilla Guarina 106 Onz,,,85.0,1.35,12 UND,,,,Mass,Wafer,https://supermercadosrd.com/productos/galleta-waffer-sabor-vainilla-guarina-106-onz/18754,https://bravova.superbravo.com.do/articulos/2245?utm_source=supermercadosrd,Cookies,85.0,,,,,,,,,,,Guarina_Galleta Waffer Sabor Vainilla Guarina 106 Onz,1,,Market
Dominican Republic,DOP,Galletas,Garrido,Guarina,Galleta Waffer Sabor Vainilla Guarina 106 Onz,,,90.0,1.43,12 UND,,,,Mass,Wafer,https://supermercadosrd.com/productos/galleta-waffer-sabor-vainilla-guarina-106-onz/18754,https://www.garrido.com.do/p/347231?utm_source=supermercadosrd,Cookies,90.0,,,,,,,,,,,Guarina_Galleta Waffer Sabor Vainilla Guarina 106 Onz,1,,Market
Dominican Republic,DOP,Galletas,Jumbo,Guarina,Galleta Waffer Sabor Vainilla Guarina 106 Onz,,,103.95,1.65,12 UND,,,,Mass,Wafer,https://supermercadosrd.com/productos/galleta-waffer-sabor-vainilla-guarina-106-onz/18754,https://jumbo.com.do/galleta-waffer-sabor-vainilla-guarina-260-gr-2017665?utm_source=supermercadosrd,Cookies,103.95,,,,,,,,,,,Guarina_Galleta Waffer Sabor Vainilla Guarina 106 Onz,1,,Market
Dominican Republic,DOP,Galletas,Merca Jumbo,Guarina,Galleta Waffer Sabor Vainilla Guarina 106 Onz,,,96.0,1.52,12 UND,,,,Mass,Wafer,https://supermercadosrd.com/productos/galleta-waffer-sabor-vainilla-guarina-106-onz/18754,https://mercajumbo.com.do/?utm_source=supermercadosrd,Cookies,96.0,,,,,,,,,,,Guarina_Galleta Waffer Sabor Vainilla Guarina 106 Onz,1,,Market
Dominican Republic,DOP,Galletas,Nacional,Guarina,Galleta Waffer Sabor Vainilla Guarina 106 Onz,,,103.95,1.65,12 UND,,,,Mass,Wafer,https://supermercadosrd.com/productos/galleta-waffer-sabor-vainilla-guarina-106-onz/18754,https://supermercadosnacional.com/galleta-waffer-sabor-vainilla-guarina-260-gr-2017665?utm_source=supermercadosrd,Cookies,103.95,,,,,,,,,,,Guarina_Galleta Waffer Sabor Vainilla Guarina 106 Onz,1,,Market
Dominican Republic,DOP,Galletas,Ritmo,Guarina,Galleta Waffer Sabor Vainilla Guarina 106 Onz,,,85.0,1.35,12 UND,,,,Mass,Wafer,https://supermercadosrd.com/productos/galleta-waffer-sabor-vainilla-guarina-106-onz/18754,https://tiendasritmo.com/?utm_source=supermercadosrd,Cookies,85.0,,,,,,,,,,,Guarina_Galleta Waffer Sabor Vainilla Guarina 106 Onz,1,,Market
Dominican Republic,DOP,Galletas,Sirena,Guarina,Galleta Waffer Sabor Vainilla Guarina 106 Onz,,,104.0,1.65,12 UND,,,,Mass,Wafer,https://supermercadosrd.com/productos/galleta-waffer-sabor-vainilla-guarina-106-onz/18754,https://sirena.do/products/index/galleta-waffer-guarina-vainilla-10-1?utm_source=supermercadosrd,Cookies,104.0,,,,,,,,,,,Guarina_Galleta Waffer Sabor Vainilla Guarina 106 Onz,1,,Market
Dominican Republic,DOP,Galletas,Bravo,Galletas,Galletas Avena Linaza,,,99.0,1.57,12 UND,,,,Mass,Funcional,https://supermercadosrd.com/productos/galletas-avena-linaza/9096,https://bravova.superbravo.com.do/articulos/15971?utm_source=supermercadosrd,Cookies,99.0,,,,,,,,,,,Galletas_Galletas Avena Linaza,1,,Market
Dominican Republic,DOP,Galletas,Jumbo,Choco Wow,Galletas Con Chispas De Chocolate Choco Wow,753081009126,12,149.95,2.38,6 UND,,,,Mass,Galleta,https://supermercadosrd.com/productos/galletas-con-chispas-de-chocolate-choco-wow/18654,https://jumbo.com.do/galletas-con-chispas-de-chocolate-choco-wow-6-und-paq-2211561?utm_source=supermercadosrd,Cookies,149.95,,,,,,,,,,0753081009126,0753081009126,1,,Market
Dominican Republic,DOP,Galletas,Merca Jumbo,Choco Wow,Galletas Con Chispas De Chocolate Choco Wow,753081009126,12,149.0,2.36,6 UND,,,,Mass,Galleta,https://supermercadosrd.com/productos/galletas-con-chispas-de-chocolate-choco-wow/18654,https://mercajumbo.com.do/?utm_source=supermercadosrd,Cookies,149.0,,,,,,,,,,0753081009126,0753081009126,1,,Market
Dominican Republic,DOP,Galletas,Nacional,Choco Wow,Galletas Con Chispas De Chocolate Choco Wow,753081009126,12,149.95,2.38,6 UND,,,,Mass,Galleta,https://supermercadosrd.com/productos/galletas-con-chispas-de-chocolate-choco-wow/18654,https://supermercadosnacional.com/galletas-con-chispas-de-chocolate-choco-wow-6-und-paq-2211561?utm_source=supermercadosrd,Cookies,149.95,,,,,,,,,,0753081009126,0753081009126,1,,Market
Dominican Republic,DOP,Galletas,Plaza Lama,Choco Wow,Galletas Con Chispas De Chocolate Choco Wow,753081009126,12,144.0,2.28,6 UND,,,,Mass,Galleta,https://supermercadosrd.com/productos/galletas-con-chispas-de-chocolate-choco-wow/18654,https://plazalama.com.do/p/galletas-choco-wow-chispas-de-chocolate-6-uds-753081009126?utm_source=supermercadosrd,Cookies,144.0,,,,,,,,,,0753081009126,0753081009126,1,,Market
Dominican Republic,DOP,Galletas,Sirena,Choco Wow,Galletas Con Chispas De Chocolate Choco Wow,753081009126,12,159.0,2.52,6 UND,,,,Mass,Galleta,https://supermercadosrd.com/productos/galletas-con-chispas-de-chocolate-choco-wow/18654,https://sirena.do/products/index/galleta-choco-wow-chispas-6x36-gr?utm_source=supermercadosrd,Cookies,159.0,,,,,,,,,,0753081009126,0753081009126,1,,Market
Dominican Republic,DOP,Galletas,Garrido,Colombina,Galletas Crakenas Club Colombina,,,80.0,1.27,204 GR,0.204,39.22,6.21,Mass,Galleta,https://supermercadosrd.com/productos/galletas-crakenas-club-colombina/21480,https://www.garrido.com.do/p/195353?utm_source=supermercadosrd,Cookies,80.0,,,,,,,,,,,Colombina_Galletas Crakenas Club Colombina,1,0.42696008972240757,Value
Dominican Republic,DOP,Galletas,Ritmo,Colombina,Galletas Crakenas Club Colombina,,,65.0,1.03,204 GR,0.204,31.86,5.05,Mass,Galleta,https://supermercadosrd.com/productos/galletas-crakenas-club-colombina/21480,https://tiendasritmo.com/?utm_source=supermercadosrd,Cookies,65.0,,,,,,,,,,,Colombina_Galletas Crakenas Club Colombina,1,0.34720587006411563,Value
Dominican Republic,DOP,Galletas,Sirena,Colombina,Galletas Crakenas Club Colombina,,,65.0,1.03,204 GR,0.204,31.86,5.05,Mass,Galleta,https://supermercadosrd.com/productos/galletas-crakenas-club-colombina/21480,https://sirena.do/products/index/galletas-crakenas-club-colombina-204-g?utm_source=supermercadosrd,Cookies,65.0,,,,,,,,,,,Colombina_Galletas Crakenas Club Colombina,1,0.34720587006411563,Value
Dominican Republic,DOP,Galletas,Bravo,Oreo,Galletas De Chocolate Oreo 12 Und,7590011151110,13,206.0,3.26,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/galletas-de-chocolate-oreo-12-und/18672,https://bravova.superbravo.com.do/articulos/3069?utm_source=supermercadosrd,Cookies,206.0,,,,,,,,,,7590011151110,7590011151110,1,,Market
Dominican Republic,DOP,Galletas,Garrido,Oreo,Galletas De Chocolate Oreo 12 Und,7590011151110,13,210.0,3.33,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/galletas-de-chocolate-oreo-12-und/18672,https://www.garrido.com.do/p/207958?utm_source=supermercadosrd,Cookies,210.0,,,,,,,,,,7590011151110,7590011151110,1,,Market
Dominican Republic,DOP,Galletas,Jumbo,Oreo,Galletas De Chocolate Oreo 12 Und,7590011151110,13,226.95,3.6,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/galletas-de-chocolate-oreo-12-und/18672,https://jumbo.com.do/galletas-de-chocolate-oreo-12-und-paq-2006517?utm_source=supermercadosrd,Cookies,226.95,,,,,,,,,,7590011151110,7590011151110,1,,Market
Dominican Republic,DOP,Galletas,Merca Jumbo,Oreo,Galletas De Chocolate Oreo 12 Und,7590011151110,13,226.0,3.58,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/galletas-de-chocolate-oreo-12-und/18672,https://mercajumbo.com.do/?utm_source=supermercadosrd,Cookies,226.0,,,,,,,,,,7590011151110,7590011151110,1,,Market
Dominican Republic,DOP,Galletas,Nacional,Oreo,Galletas De Chocolate Oreo 12 Und,7590011151110,13,226.95,3.6,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/galletas-de-chocolate-oreo-12-und/18672,https://supermercadosnacional.com/galletas-de-chocolate-oreo-12-und-paq-2006517?utm_source=supermercadosrd,Cookies,226.95,,,,,,,,,,7590011151110,7590011151110,1,,Market
Dominican Republic,DOP,Galletas,Plaza Lama,Oreo,Galletas De Chocolate Oreo 12 Und,7590011151110,13,229.0,3.63,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/galletas-de-chocolate-oreo-12-und/18672,https://plazalama.com.do/p/galletas-sandwich-chocolate-rellenas-de-crema-nabisco-oreo-12-uds-7590011151110?utm_source=supermercadosrd,Cookies,229.0,,,,,,,,,,7590011151110,7590011151110,1,,Market
Dominican Republic,DOP,Galletas,Sirena,Oreo,Galletas De Chocolate Oreo 12 Und,7590011151110,13,230.0,3.64,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/galletas-de-chocolate-oreo-12-und/18672,https://sirena.do/products/index/galletas-dulces-oreo-regular-12-und?utm_source=supermercadosrd,Cookies,230.0,,,,,,,,,,7590011151110,7590011151110,1,,Market
