country,currency,category,retailer,brand,product_name,barcode,barcode_length,price_local,price_usd,presentation,weight_kg,price_per_100g_local,price_per_kg_usd,segment,type,product_url,retailer_url,standard_category,price_local_numeric,scrape_date,source_category,search_term,price_text,price_gyd,image_url,source_url,price_per_kg_gyd,page,barcode_harmonized,sku_text_key,weight_bucket,match_key,regional_overlap,family_key,commercial_overlap,competitive_index,price_positioning
Dominican Republic,DOP,Galletas,Sirena,Dino,Dino Galleta Sandwich Chocolate 12 Und,753079000425,12,175.0,2.77,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/dino-galleta-sandwich-chocolate-12-und/9119,https://sirena.do/products/index/galletas-dulces-dino-chocolate-12-uds?utm_source=supermercadosrd,Cookies,175.0,,,,,,,,,,0753079000425,dino_dino galleta sandwich chocolate 12 und,unknown,0753079000425,1,dino_dino_galleta_sandwich,1,,Market
Dominican Republic,DOP,Galletas,Bravo,Dino,Dino Galleta Sandwich Duplex 12 Und,753079000449,12,175.0,2.77,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/dino-galleta-sandwich-duplex-12-und/9118,https://bravova.superbravo.com.do/articulos/3379?utm_source=supermercadosrd,Cookies,175.0,,,,,,,,,,0753079000449,dino_dino galleta sandwich duplex 12 und,unknown,0753079000449,1,dino_dino_galleta_sandwich,1,,Market
Dominican Republic,DOP,Galletas,Plaza Lama,Dino,Dino Galleta Sandwich Duplex 12 Und,753079000449,12,174.0,2.76,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/dino-galleta-sandwich-duplex-12-und/9118,https://plazalama.com.do/p/galletas-sandwich-duplex-rellenas-de-crema-dino-12-uds-753079000449?utm_source=supermercadosrd,Cookies,174.0,,,,,,,,,,0753079000449,dino_dino galleta sandwich duplex 12 und,unknown,0753079000449,1,dino_dino_galleta_sandwich,1,,Market
Dominican Republic,DOP,Galletas,Sirena,Dino,Dino Galleta Sandwich Duplex 12 Und,753079000449,12,175.0,2.77,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/dino-galleta-sandwich-duplex-12-und/9118,https://sirena.do/products/index/galletas-dulces-dino-duplex-12-uds?utm_source=supermercadosrd,Cookies,175.0,,,,,,,,,,0753079000449,dino_dino galleta sandwich duplex 12 und,unknown,0753079000449,1,dino_dino_galleta_sandwich,1,,Market
Dominican Republic,DOP,Galletas,Bravo,Dino,Dino Galleta Sandwich Vainilla 12 Und,753079000487,12,175.0,2.77,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/dino-galleta-sandwich-vainilla-12-und/9129,https://bravova.superbravo.com.do/articulos/3911?utm_source=supermercadosrd,Cookies,175.0,,,,,,,,,,0753079000487,dino_dino galleta sandwich vainilla 12 und,unknown,0753079000487,1,dino_dino_galleta_sandwich,1,,Market
Dominican Republic,DOP,Galletas,Garrido,Dino,Dino Galleta Sandwich Vainilla 12 Und,753079000487,12,160.0,2.54,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/dino-galleta-sandwich-vainilla-12-und/9129,https://www.garrido.com.do/p/181186?utm_source=supermercadosrd,Cookies,160.0,,,,,,,,,,0753079000487,dino_dino galleta sandwich vainilla 12 und,unknown,0753079000487,1,dino_dino_galleta_sandwich,1,,Market
Dominican Republic,DOP,Galletas,Jumbo,Dino,Dino Galleta Sandwich Vainilla 12 Und,753079000487,12,174.95,2.77,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/dino-galleta-sandwich-vainilla-12-und/9129,https://jumbo.com.do/galleta-dulce-sabor-vainilla-dino-10-und-paq-2010114?utm_source=supermercadosrd,Cookies,174.95,,,,,,,,,,0753079000487,dino_dino galleta sandwich vainilla 12 und,unknown,0753079000487,1,dino_dino_galleta_sandwich,1,,Market
Dominican Republic,DOP,Galletas,Merca Jumbo,Dino,Dino Galleta Sandwich Vainilla 12 Und,753079000487,12,174.0,2.76,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/dino-galleta-sandwich-vainilla-12-und/9129,https://mercajumbo.com.do/?utm_source=supermercadosrd,Cookies,174.0,,,,,,,,,,0753079000487,dino_dino galleta sandwich vainilla 12 und,unknown,0753079000487,1,dino_dino_galleta_sandwich,1,,Market
Dominican Republic,DOP,Galletas,Nacional,Dino,Dino Galleta Sandwich Vainilla 12 Und,753079000487,12,174.95,2.77,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/dino-galleta-sandwich-vainilla-12-und/9129,https://supermercadosnacional.com/galleta-dulce-sabor-vainilla-dino-10-und-paq-2010114?utm_source=supermercadosrd,Cookies,174.95,,,,,,,,,,0753079000487,dino_dino galleta sandwich vainilla 12 und,unknown,0753079000487,1,dino_dino_galleta_sandwich,1,,Market
Dominican Republic,DOP,Galletas,Plaza Lama,Dino,Dino Galleta Sandwich Vainilla 12 Und,753079000487,12,174.0,2.76,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/dino-galleta-sandwich-vainilla-12-und/9129,https://plazalama.com.do/p/galletas-dino-vainilla-rellenas-de-crema-12-uds-753079000487?utm_source=supermercadosrd,Cookies,174.0,,,,,,,,,,0753079000487,dino_dino galleta sandwich vainilla 12 und,unknown,0753079000487,1,dino_dino_galleta_sandwich,1,,Market
Dominican Republic,DOP,Galletas,Ritmo,Dino,Dino Galleta Sandwich Vainilla 12 Und,753079000487,12,145.0,2.3,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/dino-galleta-sandwich-vainilla-12-und/9129,https://tiendasritmo.com/?utm_source=supermercadosrd,Cookies,145.0,,,,,,,,,,0753079000487,dino_dino galleta sandwich vainilla 12 und,unknown,0753079000487,1,dino_dino_galleta_sandwich,1,,Market
Dominican Republic,DOP,Galletas,Sirena,Dino,Dino Galleta Sandwich Vainilla 12 Und,753079000487,12,175.0,2.77,12 UND,,,,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/dino-galleta-sandwich-vainilla-12-und/9129,https://sirena.do/products/index/galletas-dulces-dino-vainilla-12-uds-?utm_source=supermercadosrd,Cookies,175.0,,,,,,,,,,0753079000487,dino_dino galleta sandwich vainilla 12 und,unknown,0753079000487,1,dino_dino_galleta_sandwich,1,,Market
Dominican Republic,DOP,Galletas,Sirena,Wala,Galleta Cremosa De Chocolate Wala,,,118.0,1.87,10 UND,,,,Mass,Galleta,https://supermercadosrd.com/productos/galleta-cremosa-de-chocolate-wala/21460,https://sirena.do/products/index/galleta-cremosa-de-chocolate-wala-10-1?utm_source=supermercadosrd,Cookies,118.0,,,,,,,,,,,wala_galleta cremosa de chocolate wala,unknown,wala_galleta cremosa de chocolate wala_unknown,1,wala_galleta_cremosa_chocolate,1,,Market
Dominican Republic,DOP,Galletas,Bravo,Hatuey,Galleta De Fibra Hatuey,7467581603885,13,98.0,1.55,12 UND,,,,Mass,Funcional,https://supermercadosrd.com/productos/galleta-de-fibra-hatuey/18731,https://bravova.superbravo.com.do/articulos/2492?utm_source=supermercadosrd,Cookies,98.0,,,,,,,,,,7467581603885,hatuey_galleta de fibra hatuey,unknown,7467581603885,1,hatuey_galleta_fibra_hatuey,1,,Market
Dominican Republic,DOP,Galletas,Garrido,Hatuey,Galleta De Fibra Hatuey,7467581603885,13,90.0,1.43,12 UND,,,,Mass,Funcional,https://supermercadosrd.com/productos/galleta-de-fibra-hatuey/18731,https://www.garrido.com.do/p/181194?utm_source=supermercadosrd,Cookies,90.0,,,,,,,,,,7467581603885,hatuey_galleta de fibra hatuey,unknown,7467581603885,1,hatuey_galleta_fibra_hatuey,1,,Market
Dominican Republic,DOP,Galletas,Jumbo,Hatuey,Galleta De Fibra Hatuey,7467581603885,13,99.0,1.57,12 UND,,,,Mass,Funcional,https://supermercadosrd.com/productos/galleta-de-fibra-hatuey/18731,https://jumbo.com.do/galleta-de-fibra-hatuey-13-76-onz-2128927?utm_source=supermercadosrd,Cookies,99.0,,,,,,,,,,7467581603885,hatuey_galleta de fibra hatuey,unknown,7467581603885,1,hatuey_galleta_fibra_hatuey,1,,Market
Dominican Republic,DOP,Galletas,Merca Jumbo,Hatuey,Galleta De Fibra Hatuey,7467581603885,13,98.0,1.55,12 UND,,,,Mass,Funcional,https://supermercadosrd.com/productos/galleta-de-fibra-hatuey/18731,https://mercajumbo.com.do/?utm_source=supermercadosrd,Cookies,98.0,,,,,,,,,,7467581603885,hatuey_galleta de fibra hatuey,unknown,7467581603885,1,hatuey_galleta_fibra_hatuey,1,,Market
Dominican Republic,DOP,Galletas,Nacional,Hatuey,Galleta De Fibra Hatuey,7467581603885,13,99.95,1.58,12 UND,,,,Mass,Funcional,https://supermercadosrd.com/productos/galleta-de-fibra-hatuey/18731,https://supermercadosnacional.com/galleta-de-fibra-hatuey-13-76-onz-2128927?utm_source=supermercadosrd,Cookies,99.95,,,,,,,,,,7467581603885,hatuey_galleta de fibra hatuey,unknown,7467581603885,1,hatuey_galleta_fibra_hatuey,1,,Market
Dominican Republic,DOP,Galletas,Plaza Lama,Hatuey,Galleta De Fibra Hatuey,7467581603885,13,112.0,1.77,12 UND,,,,Mass,Funcional,https://supermercadosrd.com/productos/galleta-de-fibra-hatuey/18731,https://plazalama.com.do/p/galletas-integrales-hatuey-12-uds-7467581603885?utm_source=supermercadosrd,Cookies,112.0,,,,,,,,,,7467581603885,hatuey_galleta de fibra hatuey,unknown,7467581603885,1,hatuey_galleta_fibra_hatuey,1,,Market
Dominican Republic,DOP,Galletas,Ritmo,Hatuey,Galleta De Fibra Hatuey,7467581603885,13,95.0,1.51,12 UND,,,,Mass,Funcional,https://supermercadosrd.com/productos/galleta-de-fibra-hatuey/18731,https://tiendasritmo.com/?utm_source=supermercadosrd,Cookies,95.0,,,,,,,,,,7467581603885,hatuey_galleta de fibra hatuey,unknown,7467581603885,1,hatuey_galleta_fibra_hatuey,1,,Market
Dominican Republic,DOP,Galletas,Sirena,Hatuey,Galleta De Fibra Hatuey,7467581603885,13,99.0,1.57,12 UND,,,,Mass,Funcional,https://supermercadosrd.com/productos/galleta-de-fibra-hatuey/18731,https://sirena.do/products/index/galleta-hatuey-fibra-390-gr-?utm_source=supermercadosrd,Cookies,99.0,,,,,,,,,,7467581603885,hatuey_galleta de fibra hatuey,unknown,7467581603885,1,hatuey_galleta_fibra_hatuey,1,,Market
Dominican Republic,DOP,Galletas,Garrido,Aviva,Galleta De Soda Aviva 9 Und,7468339190343,13,95.0,1.51,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galleta-de-soda-aviva-9-und/18651,https://www.garrido.com.do/p/261393?utm_source=supermercadosrd,Cookies,95.0,,,,,,,,,,7468339190343,aviva_galleta de soda aviva 9 und,unknown,7468339190343,1,aviva_galleta_soda_aviva,1,,Market
Dominican Republic,DOP,Galletas,Jumbo,Aviva,Galleta De Soda Aviva 9 Und,7468339190343,13,82.0,1.3,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galleta-de-soda-aviva-9-und/18651,https://jumbo.com.do/galleta-de-soda-aviva-10-und-paq-2110467?utm_source=supermercadosrd,Cookies,82.0,,,,,,,,,,7468339190343,aviva_galleta de soda aviva 9 und,unknown,7468339190343,1,aviva_galleta_soda_aviva,1,,Market
Dominican Republic,DOP,Galletas,Merca Jumbo,Aviva,Galleta De Soda Aviva 9 Und,7468339190343,13,81.0,1.28,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galleta-de-soda-aviva-9-und/18651,https://mercajumbo.com.do/?utm_source=supermercadosrd,Cookies,81.0,,,,,,,,,,7468339190343,aviva_galleta de soda aviva 9 und,unknown,7468339190343,1,aviva_galleta_soda_aviva,1,,Market
Dominican Republic,DOP,Galletas,Nacional,Aviva,Galleta De Soda Aviva 9 Und,7468339190343,13,82.95,1.31,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galleta-de-soda-aviva-9-und/18651,https://supermercadosnacional.com/galleta-de-soda-aviva-10-und-paq-2110467?utm_source=supermercadosrd,Cookies,82.95,,,,,,,,,,7468339190343,aviva_galleta de soda aviva 9 und,unknown,7468339190343,1,aviva_galleta_soda_aviva,1,,Market
Dominican Republic,DOP,Galletas,Plaza Lama,Aviva,Galleta De Soda Aviva 9 Und,7468339190343,13,89.0,1.41,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galleta-de-soda-aviva-9-und/18651,https://plazalama.com.do/p/galletas-de-soda-aviva-9-uds-7468339190343?utm_source=supermercadosrd,Cookies,89.0,,,,,,,,,,7468339190343,aviva_galleta de soda aviva 9 und,unknown,7468339190343,1,aviva_galleta_soda_aviva,1,,Market
Dominican Republic,DOP,Galletas,Sirena,Aviva,Galleta De Soda Aviva 9 Und,7468339190343,13,87.0,1.38,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galleta-de-soda-aviva-9-und/18651,https://sirena.do/products/index/galletas-de-soda-aviva-9-uds-?utm_source=supermercadosrd,Cookies,87.0,,,,,,,,,,7468339190343,aviva_galleta de soda aviva 9 und,unknown,7468339190343,1,aviva_galleta_soda_aviva,1,,Market
Dominican Republic,DOP,Galletas,Bravo,Aviva,Galleta De Soda Integral Aviva 9 Und,7468339190367,13,109.0,1.73,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galleta-de-soda-integral-aviva-9-und/18822,https://bravova.superbravo.com.do/articulos/6034?utm_source=supermercadosrd,Cookies,109.0,,,,,,,,,,7468339190367,aviva_galleta de soda integral aviva 9 und,unknown,7468339190367,1,aviva_galleta_soda_integral,1,,Market
Dominican Republic,DOP,Galletas,Garrido,Aviva,Galleta De Soda Integral Aviva 9 Und,7468339190367,13,110.0,1.74,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galleta-de-soda-integral-aviva-9-und/18822,https://www.garrido.com.do/p/262344?utm_source=supermercadosrd,Cookies,110.0,,,,,,,,,,7468339190367,aviva_galleta de soda integral aviva 9 und,unknown,7468339190367,1,aviva_galleta_soda_integral,1,,Market
Dominican Republic,DOP,Galletas,Jumbo,Aviva,Galleta De Soda Integral Aviva 9 Und,7468339190367,13,98.0,1.55,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galleta-de-soda-integral-aviva-9-und/18822,https://jumbo.com.do/galleta-de-soda-integral-aviva-9-und-paq-2122881?utm_source=supermercadosrd,Cookies,98.0,,,,,,,,,,7468339190367,aviva_galleta de soda integral aviva 9 und,unknown,7468339190367,1,aviva_galleta_soda_integral,1,,Market
Dominican Republic,DOP,Galletas,Merca Jumbo,Aviva,Galleta De Soda Integral Aviva 9 Und,7468339190367,13,97.0,1.54,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galleta-de-soda-integral-aviva-9-und/18822,https://mercajumbo.com.do/?utm_source=supermercadosrd,Cookies,97.0,,,,,,,,,,7468339190367,aviva_galleta de soda integral aviva 9 und,unknown,7468339190367,1,aviva_galleta_soda_integral,1,,Market
Dominican Republic,DOP,Galletas,Nacional,Aviva,Galleta De Soda Integral Aviva 9 Und,7468339190367,13,98.95,1.57,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galleta-de-soda-integral-aviva-9-und/18822,https://supermercadosnacional.com/galleta-de-soda-integral-aviva-9-und-paq-2122881?utm_source=supermercadosrd,Cookies,98.95,,,,,,,,,,7468339190367,aviva_galleta de soda integral aviva 9 und,unknown,7468339190367,1,aviva_galleta_soda_integral,1,,Market
Dominican Republic,DOP,Galletas,Plaza Lama,Aviva,Galleta De Soda Integral Aviva 9 Und,7468339190367,13,104.0,1.65,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galleta-de-soda-integral-aviva-9-und/18822,https://plazalama.com.do/p/galletas-integrales-aviva-9-uds-7468339190367?utm_source=supermercadosrd,Cookies,104.0,,,,,,,,,,7468339190367,aviva_galleta de soda integral aviva 9 und,unknown,7468339190367,1,aviva_galleta_soda_integral,1,,Market
Dominican Republic,DOP,Galletas,Sirena,Aviva,Galleta De Soda Integral Aviva 9 Und,7468339190367,13,103.0,1.63,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galleta-de-soda-integral-aviva-9-und/18822,https://sirena.do/products/index/galletas-de-soda-aviva-integrales-9-uds-?utm_source=supermercadosrd,Cookies,103.0,,,,,,,,,,7468339190367,aviva_galleta de soda integral aviva 9 und,unknown,7468339190367,1,aviva_galleta_soda_integral,1,,Market
Dominican Republic,DOP,Galletas,Bravo,Aviva,Galleta De Soda Multicereal Aviva 9 Und,7468339190374,13,109.0,1.73,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galleta-de-soda-multicereal-aviva-9-und/18688,https://bravova.superbravo.com.do/articulos/10309?utm_source=supermercadosrd,Cookies,109.0,,,,,,,,,,7468339190374,aviva_galleta de soda multicereal aviva 9 und,unknown,7468339190374,1,aviva_galleta_soda_multicereal,1,,Market
Dominican Republic,DOP,Galletas,Jumbo,Aviva,Galleta De Soda Multicereal Aviva 9 Und,7468339190374,13,98.0,1.55,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galleta-de-soda-multicereal-aviva-9-und/18688,https://jumbo.com.do/galleta-de-soda-multicereal-aviva-9-und-paq-2122882?utm_source=supermercadosrd,Cookies,98.0,,,,,,,,,,7468339190374,aviva_galleta de soda multicereal aviva 9 und,unknown,7468339190374,1,aviva_galleta_soda_multicereal,1,,Market
Dominican Republic,DOP,Galletas,Merca Jumbo,Aviva,Galleta De Soda Multicereal Aviva 9 Und,7468339190374,13,97.0,1.54,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galleta-de-soda-multicereal-aviva-9-und/18688,https://mercajumbo.com.do/?utm_source=supermercadosrd,Cookies,97.0,,,,,,,,,,7468339190374,aviva_galleta de soda multicereal aviva 9 und,unknown,7468339190374,1,aviva_galleta_soda_multicereal,1,,Market
Dominican Republic,DOP,Galletas,Nacional,Aviva,Galleta De Soda Multicereal Aviva 9 Und,7468339190374,13,98.95,1.57,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galleta-de-soda-multicereal-aviva-9-und/18688,https://supermercadosnacional.com/galleta-de-soda-multicereal-aviva-9-und-paq-2122882?utm_source=supermercadosrd,Cookies,98.95,,,,,,,,,,7468339190374,aviva_galleta de soda multicereal aviva 9 und,unknown,7468339190374,1,aviva_galleta_soda_multicereal,1,,Market
Dominican Republic,DOP,Galletas,Plaza Lama,Aviva,Galleta De Soda Multicereal Aviva 9 Und,7468339190374,13,104.0,1.65,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galleta-de-soda-multicereal-aviva-9-und/18688,https://plazalama.com.do/p/galletas-de-multicereal-con-miel-aviva-9-uds-7468339190374?utm_source=supermercadosrd,Cookies,104.0,,,,,,,,,,7468339190374,aviva_galleta de soda multicereal aviva 9 und,unknown,7468339190374,1,aviva_galleta_soda_multicereal,1,,Market
Dominican Republic,DOP,Galletas,Sirena,Aviva,Galleta De Soda Multicereal Aviva 9 Und,7468339190374,13,103.0,1.63,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galleta-de-soda-multicereal-aviva-9-und/18688,https://sirena.do/products/index/galletas-de-soda-aviva-multicereal-con-miel-9-uds-?utm_source=supermercadosrd,Cookies,103.0,,,,,,,,,,7468339190374,aviva_galleta de soda multicereal aviva 9 und,unknown,7468339190374,1,aviva_galleta_soda_multicereal,1,,Market
Dominican Republic,DOP,Galletas,Bravo,Hatuey,Galleta De Soda Saltina Hatuey 20 Und,1779884137196,13,149.0,2.36,20 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galleta-de-soda-saltina-hatuey-20-und/18853,https://bravova.superbravo.com.do/articulos/4773?utm_source=supermercadosrd,Cookies,149.0,,,,,,,,,,,hatuey_galleta de soda saltina hatuey 20 und,unknown,hatuey_galleta de soda saltina hatuey 20 und_unknown,1,hatuey_galleta_soda_saltina,1,,Market
Dominican Republic,DOP,Galletas,Garrido,Hatuey,Galleta De Soda Saltina Hatuey 20 Und,1779884137196,13,165.0,2.61,20 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galleta-de-soda-saltina-hatuey-20-und/18853,https://www.garrido.com.do/p/184867?utm_source=supermercadosrd,Cookies,165.0,,,,,,,,,,,hatuey_galleta de soda saltina hatuey 20 und,unknown,hatuey_galleta de soda saltina hatuey 20 und_unknown,1,hatuey_galleta_soda_saltina,1,,Market
Dominican Republic,DOP,Galletas,Jumbo,Hatuey,Galleta De Soda Saltina Hatuey 20 Und,1779884137196,13,148.0,2.35,20 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galleta-de-soda-saltina-hatuey-20-und/18853,https://jumbo.com.do/galleta-de-soda-saltina-hatuey-20-und-paq-2003665?utm_source=supermercadosrd,Cookies,148.0,,,,,,,,,,,hatuey_galleta de soda saltina hatuey 20 und,unknown,hatuey_galleta de soda saltina hatuey 20 und_unknown,1,hatuey_galleta_soda_saltina,1,,Market
Dominican Republic,DOP,Galletas,Merca Jumbo,Hatuey,Galleta De Soda Saltina Hatuey 20 Und,1779884137196,13,147.0,2.33,20 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galleta-de-soda-saltina-hatuey-20-und/18853,https://mercajumbo.com.do/?utm_source=supermercadosrd,Cookies,147.0,,,,,,,,,,,hatuey_galleta de soda saltina hatuey 20 und,unknown,hatuey_galleta de soda saltina hatuey 20 und_unknown,1,hatuey_galleta_soda_saltina,1,,Market
Dominican Republic,DOP,Galletas,Nacional,Hatuey,Galleta De Soda Saltina Hatuey 20 Und,1779884137196,13,148.95,2.36,20 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galleta-de-soda-saltina-hatuey-20-und/18853,https://supermercadosnacional.com/galleta-de-soda-saltina-hatuey-20-und-paq-2003665?utm_source=supermercadosrd,Cookies,148.95,,,,,,,,,,,hatuey_galleta de soda saltina hatuey 20 und,unknown,hatuey_galleta de soda saltina hatuey 20 und_unknown,1,hatuey_galleta_soda_saltina,1,,Market
Dominican Republic,DOP,Galletas,Sirena,Hatuey,Galleta De Soda Saltina Hatuey 20 Und,1779884137196,13,152.0,2.41,20 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galleta-de-soda-saltina-hatuey-20-und/18853,https://sirena.do/products/index/galletas-de-soda-hatuey-saltina-20-unds?utm_source=supermercadosrd,Cookies,152.0,,,,,,,,,,,hatuey_galleta de soda saltina hatuey 20 und,unknown,hatuey_galleta de soda saltina hatuey 20 und_unknown,1,hatuey_galleta_soda_saltina,1,,Market
